Texto en Inglés (Origen),Texto en Español (Destino)
"In a 21-month carcinogenicity study in mice, there was an increased incidence of testicular interstitial cell tumours and prostatic adenomas and adenocarcinomas in males given 41 or 210 mg/ kg, and prostatic leiomyoblastoma in males given 210 mg/ kg.","En un estudio de carcinogenicidad de 21 meses en ratones macho, se produjo un incremento en la incidencia de tumores de las células intersticiales del testículo, adenomas y adenocarcinomas prostáticos en los ratones que recibieron 41 ó 210 mg/ kg y de leiomioblastoma prostático en los que recibieron 210 mg/ kg."
"• If you are immobilised for some time such as being wheel-chair bound, needing to be admitted to a hospital or having to stay in bed while recovering from an operation or an unexpected illness. • If you are receiving oral oestrogen therapy • If you are suffering from breast cancer, as there is insufficient experience of OPTRUMA use in women with this disease. • If you have had a cerebrovascular accident (e. g. stroke), or if your doctor has told you that you are at high risk of having one.","• Si ha de estar inmovilizada durante cierto periodo de tiempo como estar en silla de ruedas, ingresar en un hospital o permanecer en la cama convaleciendo de una operación quirúrgica o enfermedad inesperada. • Si sigue un tratamiento con estrógenos por vía oral. • Si tiene cáncer de mama, ya que no existe experiencia suficiente del uso de OPTRUMA en mujeres con esta enfermedad. • Si ha sufrido un accidente cerebrovascular (p. ej, ictus) o si su médico le ha dicho que tiene un alto riesgo de sufrir uno."
Basal cell carcinoma,Carcinoma de células basales
Treatment with nitisinone was also found to result in reduced risk for the development of hepatocellular carcinoma (2.3 to 3.7-fold) compared to historical data on treatment with dietary restriction alone.,"También se observó que el tratamiento con nitisinona reducía el riesgo de desarrollo de carcinoma hepatocelular (2,3 a 3,7 veces) en comparación con los datos históricos correspondientes al tratamiento con dieta restrictiva exclusivamente."
It was found that the early initiation of treatment resulted in a further reduced risk for the development of hepatocellular carcinoma (13.5-fold when initiated prior to the age of 12 months).,"Se observó que la iniciación temprana del tratamiento reducía adicionalmente el riesgo de desarrollo de carcinoma hepatocelular (13,5 veces cuando se iniciaba antes de los 12 meses)."
Treatment with nitisinone was also found to result in reduced risk for the development of hepatocellular carcinoma (2.3 to 3.7-fold) compared to historical data on treatment with dietary restriction alone.,"También se observó que el tratamiento con nitisinona reducía el riesgo de desarrollo de carcinoma hepatocelular (2,3 a 3,7 veces) en comparación con los datos históricos correspondientes al tratamiento con dieta restrictiva exclusivamente."
It was found that the early initiation of treatment resulted in a further reduced risk for the development of hepatocellular carcinoma (13.5-fold when initiated prior to the age of 12 months).,"Se observó que la iniciación temprana del tratamiento reducía adicionalmente el riesgo de desarrollo de carcinoma hepatocelular (13,5 veces cuando se iniciaba antes de los 12 meses)."
Treatment with nitisinone was also found to result in reduced risk for the development of hepatocellular carcinoma (2.3 to 3.7-fold) compared to historical data on treatment with dietary restriction alone.,"También se observó que el tratamiento con nitisinona reducía el riesgo de desarrollo de carcinoma hepatocelular (2,3 a 3,7 veces) en comparación con los datos históricos correspondientes al tratamiento con dieta restrictiva exclusivamente."
It was found that the early initiation of treatment resulted in a further reduced risk for the development of hepatocellular carcinoma (13.5-fold when initiated prior to the age of 12 months).,"Se observó que la iniciación temprana del tratamiento reducía adicionalmente el riesgo de desarrollo de carcinoma hepatocelular (13,5 veces cuando se iniciaba antes de los 12 meses)."
"Ovitrelle is contraindicated for safety reasons in case of: • Tumours of the hypothalamus and pituitary gland • Hypersensitivity to the active substance or to any of the excipients • Ovarian enlargement or cyst due to reasons other than polycystic ovarian disease • Gynaecological haemorrhages of unknown aetiology • Ovarian, uterine or mammary carcinoma • Extrauterine pregnancy in the previous 3 months • Active thrombo-embolic disorders","Ovitrelle está contraindicado por razones de seguridad en caso de: • Tumores del hipotálamo o de la hipófisis • hipersensibilidad al principio activo o a cualquiera de los excipientes • aumento del tamaño de los ovarios o quistes no debidos a enfermedad del ovario poliquístico • hemorragias ginecológicas de etiología desconocida • carcinoma ovárico, uterino o mamario • embarazo extrauterino en los 3 meses previos • problemas tromboembólicos activos."
"Ovitrelle is contraindicated for safety reasons in case of: • Tumours of the hypothalamus and pituitary gland • Hypersensitivity to the active substance or to any of the excipients • Ovarian enlargement or cyst due to reasons other than polycystic ovarian disease • Gynaecological haemorrhages of unknown aetiology • Ovarian, uterine or mammary carcinoma • Extrauterine pregnancy in the previous 3 months • Active thrombo-embolic disorders","Ovitrelle está contraindicado por razones de seguridad en caso de: • Tumores del hipotálamo o de la hipófisis • hipersensibilidad al principio activo o a cualquiera de los excipientes • aumento del tamaño de los ovarios o quistes no debidos a enfermedad del ovario poliquístico • hemorragias ginecológicas de etiología desconocida • carcinoma ovárico, uterino o mamario • embarazo extrauterino en los 3 meses previos • problemas tromboembólicos activos."
"It can be used as part of treatment including phosphate binders or vitamin D sterols. • to reduce hypercalcaemia (high blood calcium levels) in patients with parathyroid carcinoma (cancer of the parathyroid glands), or in patients with primary hyperparathyroidism who cannot have their parathyroid glands removed or when the doctor thinks that removal of the parathyroid glands is not appropriate. ‘ Primary ’ means that the hyperparathyroidism is not caused by any other condition.","Parareg puede utilizarse como parte de un tratamiento que incluya quelantes del fósforo o esteroles de vitamina D. • Para reducir la hipercalcemia (elevado nivel de calcio en sangre) en pacientes con carcinoma paratiroideo (cáncer de las glándulas paratiroideas) o en pacientes con hiperparatiroidismo primario a los que no se les pueden extirpar sus glándulas paratiroideas, o bien cuando el médico estima que no está justificada la extirpación de las glándulas paratiroideas. ‘ Primario’ significa que el hiperparatiroidismo no está causado por ninguna otra afección."
"In patients with parathyroid carcinoma or primary hyperparathyroidism, the recommended starting dose of Parareg for adults is 30 mg twice a day.","En pacientes con carcinoma paratiroideo o con hiperparatiroidismo primario, la dosis inicial recomendada de Parareg en adultos es de 30 mg dos veces al día."
"Parareg has also been studied in a study involving 46 patients with hypercalcaemia, including 29 with parathyroid carcinoma and 17 with primary hyperparathyroidism who could not have their parathyroid glands removed or in whom surgery to remove the parathyroid glands was not effective.","Parareg también se ha examinado en un estudio de 46 pacientes con hipercalcemia, 29 de los cuales con carcinoma paratiroideo y 17 con hiperparatiroidismo primario a los que no se les pudo extirpar las glándulas paratiroideas o en los cuales no resultó eficaz la operación de extirpación de las glándulas paratiroideas."
"In patients with parathyroid carcinoma or primary hyperparathyroidism, the side effects are similar to those seen in patients with long-standing kidney disease - the most frequent side effects are nausea and vomiting.","En pacientes con carcinoma paratiroideo o hiperparatiroidismo primario, los efectos secundarios son parecidos a los observados en pacientes con enfermedad renal de larga duración; los efectos secundarios más frecuentes son náuseas y vómitos."
"The Committee for Medicinal Products for Human Use (CHMP) decided that Parareg’ s benefits are greater than its risks for the treatment of secondary hyperparathyroidism in patients with end-stage renal disease on maintenance dialysis therapy, and for the reduction of hypercalcaemia in patients with parathyroid carcinoma or primary hyperparathyroidism for whom parathyroidectomy would be indicated on the basis of serum calcium levels but in whom parathyroidectomy is not clinically appropriate or is contraindicated.","El Comité de Medicamentos de Uso Humano (CHMP) decidió que los beneficios de Parareg son mayors que sus riesgos para el tratamiento del hiperparatiroidismo secundario en pacientes con enfermedad renal Terminal o sometidos a terapia de diálisis de mantenimiento, y para la reducción de la hipercalcemia en pacientes con carcinoma paratiroidea o hiperparatiroidismo primario en los que estaría indicada la paratiroidectomía en razón de los niveles de calcio en suero pero en los que la paratiroidectomía no es apropiada por razones clínicas o está contraindicada."
"Reduction of hypercalcaemia in patients with: • parathyroid carcinoma. • primary HPT for whom parathyroidectomy would be indicated on the basis of serum calcium levels (as defined by relevant treatment guidelines), but in whom parathyroidectomy is not clinically appropriate or is contraindicated.","Reducción de la hipercalcemia en pacientes con: • carcinoma de paratiroides. • hiperparatiroidismo primario, para los que según sus niveles de calcio sérico estaría indicada la paratiroidectomía (según las principales guías de tratamiento), pero que, no obstante, ésta no es clínicamente adecuada o está contraindicada."
Parathyroid Carcinoma and Primary Hyperparathyroidism,Carcinoma de paratiroides e hiperparatiroidismo primario
Parathyroid Carcinoma and Primary Hyperparathyroidism,Carcinoma de paratiroides e hiperparatiroidismo primario
Parathyroid carcinoma and Primary Hyperparathyroidism,Carcinoma paratiroideo e hiperparatiroidismo primario
"In a key study,46 patients (29 with parathyroid carcinoma and 17 with primary HPT (who had failed or had contraindications to parathyroidectomy) received cinacalcet for up to 3 years (mean of 328 days for patients with parathyroid carcinoma and mean of 347 days for patients with primary HPT)..","En un ensayo clave, 46 pacientes (29 con carcinoma de paratiroides y 17 con hiperparatiroidismo primario) en los que la paratiroidectomía había fracasado o estaba contraindicada, recibieron cinacalcet durante un máximo de 3 años (328 días de media en pacientes con carcinoma de"
"In patients with parathyroid carcinoma, mean serum calcium declined from 14.1 mg/ dl to 12.4 mg/ dl (3.5 mmol/ l to 3.1 mmol/ l), while in patients with primary HPT, serum calcium levels declined from 12.7 mg/ dl to 10.4 mg/ dl (3.2 mmol/ l to 2.6 mmol/ l).","En pacientes con carcinoma paratiroideo, los valores medios de calcio sérico disminuyeron de 14,1 mg/ dl a 12,4 mg/ dl (3,5 mmol/ l a 3,1 mmol/ l), mientras que en los pacientes con hiperparatiroidismo primario los valores de calcio sérico disminuyeron de 12,7 mg/ dl a 10,4 mg/ dl (3,2 mmol/ l a 2,6 mmol/ l)."
Eighteen of 29 patients (62%) with parathyroid carcinoma and 15 of 17 subjects (88%) with primary HPT achieved a reduction in serum calcium of ≥ 1 mg/ dl (≥ 0.25 mmol/ l).,"Dieciocho de 29 pacientes (62%) con carcinoma paratiroideo y 15 de 17 pacientes (88%) con hiperparatiroidismo primario lograron una reducción del calcio sérico de ≥ 1 mg/ dl (≥ 0,25 mmol/ l)."
"Reduction of hypercalcaemia in patients with: • parathyroid carcinoma. • primary HPT for whom parathyroidectomy would be indicated on the basis of serum calcium levels (as defined by relevant treatment guidelines), but in whom parathyroidectomy is not clinically appropriate or is contraindicated.","Reducción de la hipercalcemia en pacientes con: • carcinoma de paratiroides. • hiperparatiroidismo primario, para los que según sus niveles de calcio sérico estaría indicada la paratiroidectomía (según las principales guías de tratamiento), pero que, no obstante, ésta no es clínicamente adecuada o está contraindicada."
Parathyroid Carcinoma and Primary Hyperparathyroidism,Carcinoma de paratiroides e hiperparatiroidismo primario
Parathyroid Carcinoma and Primary Hyperparathyroidism,Carcinoma de paratiroides e hiperparatiroidismo primario
Parathyroid carcinoma and Primary Hyperparathyroidism,Carcinoma paratiroideo e hiperparatiroidismo primario
"In a key study,46 patients (29 with parathyroid carcinoma and 17 with primary HPT (who had failed or had contraindications to parathyroidectomy) received cinacalcet for up to 3 years (mean of 328 days for patients with parathyroid carcinoma and mean of 347 days for patients with primary HPT)..","En un ensayo clave, 46 pacientes (29 con carcinoma de paratiroides y 17 con hiperparatiroidismo primario) en los que la paratiroidectomía había fracasado o estaba contraindicada, recibieron cinacalcet durante un máximo de 3 años (328 días de media en pacientes con carcinoma de"
"In patients with parathyroid carcinoma, mean serum calcium declined from 14.1 mg/ dl to 12.4 mg/ dl (3.5 mmol/ l to 3.1 mmol/ l), while in patients with primary HPT, serum calcium levels declined from 12.7 mg/ dl to 10.4 mg/ dl (3.2 mmol/ l to 2.6 mmol/ l).","En pacientes con carcinoma paratiroideo, los valores medios de calcio sérico disminuyeron de 14,1 mg/ dl a 12,4 mg/ dl (3,5 mmol/ l a 3,1 mmol/ l), mientras que en los pacientes con hiperparatiroidismo primario los valores de calcio sérico disminuyeron de 12,7 mg/ dl a 10,4 mg/ dl (3,2 mmol/ l a 2,6 mmol/ l)."
Eighteen of 29 patients (62%) with parathyroid carcinoma and 15 of 17 subjects (88%) with primary HPT achieved a reduction in serum calcium of ≥ 1 mg/ dl (≥ 0.25 mmol/ l).,"Dieciocho de 29 pacientes (62%) con carcinoma paratiroideo y 15 de 17 pacientes (88%) con hiperparatiroidismo primario lograron una reducción del calcio sérico de ≥ 1 mg/ dl (≥ 0,25 mmol/ l)."
"Reduction of hypercalcaemia in patients with: • parathyroid carcinoma. • primary HPT for whom parathyroidectomy would be indicated on the basis of serum calcium levels (as defined by relevant treatment guidelines), but in whom parathyroidectomy is not clinically appropriate or is contraindicated.","Reducción de la hipercalcemia en pacientes con: • carcinoma de paratiroides. • hiperparatiroidismo primario, para los que según sus niveles de calcio sérico estaría indicada la paratiroidectomía (según las principales guías de tratamiento), pero que, no obstante, ésta no es clínicamente adecuada o está contraindicada."
Parathyroid Carcinoma and Primary Hyperparathyroidism,Carcinoma de paratiroides e hiperparatiroidismo primario
Parathyroid Carcinoma and Primary Hyperparathyroidism,Carcinoma de paratiroides e hiperparatiroidismo primario
Parathyroid carcinoma and Primary Hyperparathyroidism,Carcinoma paratiroideo e hiperparatiroidismo primario
"In a key study,46 patients (29 with parathyroid carcinoma and 17 with primary HPT (who had failed or had contraindications to parathyroidectomy) received cinacalcet for up to 3 years (mean of 328 days for patients with parathyroid carcinoma and mean of 347 days for patients with primary HPT)..","En un ensayo clave, 46 pacientes (29 con carcinoma de paratiroides y 17 con hiperparatiroidismo primario) en los que la paratiroidectomía había fracasado o estaba contraindicada, recibieron cinacalcet durante un máximo de 3 años (328 días de media en pacientes con carcinoma de"
"In patients with parathyroid carcinoma, mean serum calcium declined from 14.1 mg/ dl to 12.4 mg/ dl (3.5 mmol/ l to 3.1 mmol/ l), while in patients with primary HPT, serum calcium levels declined from 12.7 mg/ dl to 10.4 mg/ dl (3.2 mmol/ l to 2.6 mmol/ l).","En pacientes con carcinoma paratiroideo, los valores medios de calcio sérico disminuyeron de 14,1 mg/ dl a 12,4 mg/ dl (3,5 mmol/ l a 3,1 mmol/ l), mientras que en los pacientes con hiperparatiroidismo primario los valores de calcio sérico disminuyeron de 12,7 mg/ dl a 10,4 mg/ dl (3,2 mmol/ l a 2,6 mmol/ l)."
Eighteen of 29 patients (62%) with parathyroid carcinoma and 15 of 17 subjects (88%) with primary HPT achieved a reduction in serum calcium of ≥ 1 mg/ dl (≥ 0.25 mmol/ l).,"Dieciocho de 29 pacientes (62%) con carcinoma paratiroideo y 15 de 17 pacientes (88%) con hiperparatiroidismo primario lograron una reducción del calcio sérico de ≥ 1 mg/ dl (≥ 0,25 mmol/ l)."
"It is used for the treatment of: • advanced AIDS-related Kaposi’ s sarcoma (a skin cancer often found in AIDS patients), when treatment with anthracyclines (another type of anticancer medicines) has been tried but failed, • metastatic breast cancer (breast cancer that has spread to other parts of the body), when other treatments have been tried but failed, or cannot be used, • advanced cancer of the ovary, in combination with cisplatin (another anticancer drug), • metastatic cancer of the ovary, when other treatments (such as platinum-containing combination therapy) have been tried but failed, • non-small cell lung cancer, in combination with cisplatin, when patients cannot have surgery and/ or radiation therapy.","Se utiliza en el tratamiento de las enfermedades siguientes: • sarcoma avanzado de Kaposi vinculado al SIDA (un cáncer de piel que suele darse en pacientes con SIDA), cuando ha fracasado el tratamiento con antraciclinas (otro tipo de medicamento contra el cáncer), • cáncer metastático de mama (el cáncer de mama que se ha extendido a otras partes del cuerpo), cuando han fracasado o no están indicados otros tratamientos, • cáncer avanzado de ovario, en combinación con cisplatino (otro medicamento contra el cáncer), • cáncer metastático de ovario, cuando han fracasado otros tratamientos (como los tratamientos combinados que contienen platino), • cáncer de pulmón no microcítico, en combinación con cisplatino, en pacientes que no son candidatos a intervención quirúrgica ni a radioterapia."
"The studies supporting its use in other cancers involved over 1,300 patients (metastatic breast cancer:",En los estudios que avalan su empleo en otros cánceres participaron más 1300 pacientes (cáncer metastático de mama:
"The Committee for Medicinal products for Human Use (CHMP) decided that Paxene’ s benefits are greater than its risks for treatment of advanced AIDS-related Kaposi’ s sarcoma, metastatic breast cancer, advanced cancer of the ovary in combination with cisplatin, metastatic cancer of the ovary where platinum-containing combination therapy has failed, and non-small cell lung cancer.","El Comité de Medicamentos para Uso Humano (CHMP) decidió que los beneficios de Paxene son mayores que sus riesgos en el tratamiento del sarcoma avanzado de Kaposi vinculado al SIDA, el cáncer metastático de mama, el cáncer avanzado de ovario en combinación con cisplatino, el cáncer metastático de ovario en que haya fracasado un tratamiento combinado que contenga platino y el cáncer de pulmón no microcítico."
"Paxene is indicated for the treatment of patients with: – advanced AIDS-related Kaposi’ s sarcoma (AIDS-KS) who have failed prior liposomal anthracycline therapy – metastatic carcinoma of the breast (MBC) who have failed, or are not candidates for standard anthracycline-containing therapy – advanced carcinoma of the ovary (AOC) or with residual disease (> 1 cm) after initial laparotomy, in combination with cisplatin as first-line treatment – metastatic carcinoma of the ovary (MOC) after failure of platinum-containing combination therapy without taxanes as second-line treatment – non-small cell lung carcinoma (NSCLC) who are not candidates for potentially curative surgery and/ or radiation therapy, in combination with cisplatin.","Paxene está indicado para el tratamiento de pacientes con: – sarcoma avanzado de Kaposi vinculado al SIDA (SIDA-SK), para los cuales ha fracasado una terapia a base de antraciclinas liposomales – carcinoma metastático de mama (CMM), bien refractarios al tratamiento estándar que incluye antraciclina, o bien que no pueden recibirlo – carcinoma avanzado de ovario (AOC) con enfermedad residual (> 1 cm) tras laparotomía inicial, en combinación con cisplatino como tratamiento de primera línea – carcinoma metastático de ovario (CMO), refractarios al tratamiento combinatorio que incluye platino y excluye taxanos, como tratamiento de segunda línea. – carcinoma de pulmón no microcítico (CPNM) que son candidatos para cirugía potencialmente curativa y/ o radioterapia, en combinación con cisplatino."
"For use of cisplatin in treatment of advanced ovarian carcinoma and non-small cell lung carcinoma, please consult the Summary of Product Characteristics of Cisplatin for information.","Para más información sobre el uso de cisplatino en el tratamiento del carcinoma avanzado de ovario y del carcinoma de pulmón no microcítico, consulte el Resumen de las Características del Producto de Cisplatino."
Advanced ovarian carcinoma (first-line treatment):,Carcinoma avanzado de ovario (tratamiento de primera línea):
Advanced non-small cell lung carcinoma:,Carcinoma avanzadote pulmón no microcítico:
"Metastatic breast carcinoma, ovarian cancer and non-small cell lung carcinoma:","Carcinoma metastático de mama, cáncer de ovario y carcinoma de pulmón no microcítico:"
Severe cardiovascular events were observed more frequently in patients with NSCLC than breast or ovarian carcinoma.,Los acontecimientos cardiovasculares graves se observaron más frecuentemente en pacientes con CPNM que en el caso del carcinoma de mama o de ovario.
Metastatic breast cancer:,Cáncer metastático de mama:
"10 The efficacy and safety of Paxene (175 mg/ m² over 3 hours at 3-week intervals) in refractory metastatic breast cancer were investigated in 172 women in a multicentre, open-label Phase III trial.","En un estudio multicéntrico, abierto en fase III, en el cual participaron 172 mujeres, se investigó la eficacia y seguridad de Paxene (175 mg/ m² administrado durante 3 horas en intervalos de tres semanas) en el cáncer metastático de mama refractario."
Advanced non-small cell lung carcinoma:,Carcinoma de pulmón no microcítico:
Metastatic breast cancer:,Cáncer metastático de mama:
"Pharmacokinetic parameters of paclitaxel at 175 mg/ m2 given over 3 hours in 13 patients with breast cancer were as follows: maximum concentration (Cmax) was 3,890 ng/ ml, area under the plasma concentration vs. time curve (AUClast) was 14,090 ng·h/ ml and clearance (CL) was 13.3 l/ h/ m2.","Los parámetros farmacocinéticos de paclitaxel a dosis de, 175 mg/ m2 administrados durante 3 horas a 13 pacientes con cáncer de mama fueron los siguientes: la concentración máxima (Cmax) fue 3,890 ng/ ml, el área bajo la curva de la concentración plasmática frente al tiempo (AUC) fue 14,090 ng·h/ ml y el aclaramiento (CL) fue 13.3 l/ h/ m2."
"Pharmacokinetic parameters of paclitaxel at 175 mg/ m2 given over 3 hours in 5 patients with breast cancer and 3 patients with ovarian cancer were as follows: maximum concentration (Cmax) was 4,213 ng/ ml, area under the plasma concentration vs. time curve (AUClast) was 12,603 ng·h/ ml and clearance (CL) was 20.4 l/ h/ m2.","Los parámetros farmacocinéticos de paclitaxel a dosis de, 175 mg/ m2 administrados durante 3 horas a 5 pacientes con cáncer de mama y a 3 pacientes con cáncer de ovario fueron los siguientes: la concentración máxima (Cmax) fue 4,213 ng/ ml, el área bajo la curva de la concentración plasmática frente al tiempo (AUC) fue 12,603 ng·h/ ml y el aclaramiento (CL) fue 20.4 l/ h/ m2."
"This is a tumour that arises from blood vessels in the skin or internal organs and typically appears as flat or raised, purple to dark brown patches on the skin. • advanced breast cancer when certain other treatments (standard anthracycline-containing therapy) have been tried but have not worked or when the patient is unsuitable for these treatments. • advanced ovarian cancer or remaining tumour (> 1 cm) after initial surgery, in combination with cisplatin as first-line treatment.","Es un tumor que se produce debido a la proliferación de los vasos sanguíneos en la piel u órganos interiores, y suele aparecer formando zonas de color purpúreo a marrón oscuro, llanas o abultadas, en la piel."
Advanced breast cancer and ovarian cancer (second-line therapy):,Cáncer avanzado de mama y ovario diseminado (tratamiento de segunda línea):
"Weekly doses of up to 540 and 630 micrograms have been administered in renal cell carcinoma and chronic myelogenous leukaemia clinical trials, respectively.","Se han administrado dosis semanales de hasta 540 y 630 microgramos en ensayos clínicos en las indicaciones de carcinoma de células renales y leucemia mieloide crónica, respectivamente."
"Weekly doses of up to 540 and 630 micrograms have been administered in renal cell carcinoma and chronic myelogenous leukaemia clinical trials, respectively.","Se han administrado dosis semanales de hasta 540 y 630 microgramos en ensayos clínicos en las indicaciones de carcinoma de células renales y leucemia mieloide crónica, respectivamente."
"Weekly doses of up to 540 and 630 micrograms have been administered in renal cell carcinoma and chronic myelogenous leukaemia clinical trials, respectively.","Se han administrado dosis semanales de hasta 540 y 630 microgramos en ensayos clínicos en las indicaciones de carcinoma de células renales y leucemia mieloide crónica, respectivamente."
"Weekly doses of up to 540 and 630 micrograms have been administered in renal cell carcinoma and chronic myelogenous leukaemia clinical trials, respectively.","Se han administrado dosis semanales de hasta 540 y 630 microgramos en ensayos clínicos en las indicaciones de carcinoma de células renales y leucemia mieloide crónica, respectivamente."
"More significant obtundation and coma, including cases of encephalopathy, have been observed in some patients, usually elderly, treated at higher doses for oncology indications.","En algunos pacientes tratados con dosis altas en indicaciones oncológicas y generalmente de edad avanzada, se ha observado de manera más significativa torpeza mental y coma, incluidos casos de encefalopatía."
"However, this does not preclude the occurrence of hepatic events in patients with cirrhosis (including hepatocarcinoma).","No obstante, esto no descarta la aparición de acontecimientos hepáticos en pacientes con cirrosis (incluido hepatocarcinoma)."
"More significant obtundation and coma, including cases of encephalopathy, have been observed in some patients, usually elderly, treated at higher doses for oncology indications.","En algunos pacientes tratados con dosis altas en indicaciones oncológicas y generalmente de edad avanzada, se ha observado de manera más significativa torpeza mental y coma, incluidos casos de encefalopatía."
"However, this does not preclude the occurrence of hepatic events in patients with cirrhosis (including hepatocarcinoma).","No obstante, esto no descarta la aparición de acontecimientos hepáticos en pacientes con cirrosis (incluido hepatocarcinoma)."
"More significant obtundation and coma, including cases of encephalopathy, have been observed in some patients, usually elderly, treated at higher doses for oncology indications.","En algunos pacientes tratados con dosis altas en indicaciones oncológicas y generalmente de edad avanzada, se ha observado de manera más significativa torpeza mental y coma, incluidos casos de encefalopatía."
"However, this does not preclude the occurrence of hepatic events in patients with cirrhosis (including hepatocarcinoma).","No obstante, esto no descarta la aparición de acontecimientos hepáticos en pacientes con cirrosis (incluido hepatocarcinoma)."
"More significant obtundation and coma, including cases of encephalopathy, have been observed in some patients, usually elderly, treated at higher doses for oncology indications.","En algunos pacientes tratados con dosis altas en indicaciones oncológicas y generalmente de edad avanzada, se ha observado de manera más significativa torpeza mental y coma, incluidos casos de encefalopatía."
"However, this does not preclude the occurrence of hepatic events in patients with cirrhosis (including hepatocarcinoma).","No obstante, esto no descarta la aparición de acontecimientos hepáticos en pacientes con cirrosis (incluido hepatocarcinoma)."
"More significant obtundation and coma, including cases of encephalopathy, have been observed in some patients, usually elderly, treated at higher doses for oncology indications.","En algunos pacientes tratados con dosis altas en indicaciones oncológicas y generalmente de edad avanzada, se ha observado de manera más significativa torpeza mental y coma, incluidos casos de encefalopatía."
"However, this does not preclude the occurrence of hepatic events in patients with cirrhosis (including hepatocarcinoma).","No obstante, esto no descarta la aparición de acontecimientos hepáticos en pacientes con cirrosis (incluido hepatocarcinoma)."
"More significant obtundation and coma, including cases of encephalopathy, have been observed in some patients, usually elderly, treated at higher doses for oncology indications.","En algunos pacientes tratados con dosis altas en indicaciones oncológicas y generalmente de edad avanzada, se ha observado de manera más significativa torpeza mental y coma, incluidos casos de encefalopatía."
"However, this does not preclude the occurrence of hepatic events in patients with cirrhosis (including hepatocarcinoma).","No obstante, esto no descarta la aparición de acontecimientos hepáticos en pacientes con cirrosis (incluido hepatocarcinoma)."
"More significant obtundation and coma, including cases of encephalopathy, have been observed in some patients, usually elderly, treated at higher doses for oncology indications.","En algunos pacientes tratados con dosis altas en indicaciones oncológicas y generalmente de edad avanzada, se ha observado de manera más significativa torpeza mental y coma, incluidos casos de encefalopatía."
"However, this does not preclude the occurrence of hepatic events in patients with cirrhosis (including hepatocarcinoma).","No obstante, esto no descarta la aparición de acontecimientos hepáticos en pacientes con cirrosis (incluido hepatocarcinoma)."
"More significant obtundation and coma, including cases of encephalopathy, have been observed in some patients, usually elderly, treated at higher doses for oncology indications.","En algunos pacientes tratados con dosis altas en indicaciones oncológicas y generalmente de edad avanzada, se ha observado de manera más significativa torpeza mental y coma, incluidos casos de encefalopatía."
"However, this does not preclude the occurrence of hepatic events in patients with cirrhosis (including hepatocarcinoma).","No obstante, esto no descarta la aparición de acontecimientos hepáticos en pacientes con cirrosis (incluido hepatocarcinoma)."
"More significant obtundation and coma, including cases of encephalopathy, have been observed in some patients, usually elderly, treated at higher doses for oncology indications.","En algunos pacientes tratados con dosis altas en indicaciones oncológicas y generalmente de edad avanzada, se ha observado de manera más significativa torpeza mental y coma, incluidos casos de encefalopatía."
"However, this does not preclude the occurrence of hepatic events in patients with cirrhosis (including hepatocarcinoma).","No obstante, esto no descarta la aparición de acontecimientos hepáticos en pacientes con cirrosis (incluido hepatocarcinoma)."
"More significant obtundation and coma, including cases of encephalopathy, have been observed in some patients, usually elderly, treated at higher doses for oncology indications.","En algunos pacientes tratados con dosis altas en indicaciones oncológicas y generalmente de edad avanzada, se ha observado de manera más significativa torpeza mental y coma, incluidos casos de encefalopatía."
"However, this does not preclude the occurrence of hepatic events in patients with cirrhosis (including hepatocarcinoma).","No obstante, esto no descarta la aparición de acontecimientos hepáticos en pacientes con cirrosis (incluido hepatocarcinoma)."
"Pergoveris is contraindicated in patients with: • hypersensitivity to the active substances follitropin alfa and lutropin alfa or to any of the excipients • case of tumours of the hypothalamus and pituitary gland • ovarian enlargement or cyst not due to polycystic ovarian disease • gynaecological haemorrhages of unknown aetiology • ovarian, uterine or mammary carcinoma","Pergoveris está contraindicado en pacientes que presentan: • hipersensibilidad a los principios activos, folitropina alfa y lutropina alfa, o a alguno de los excipientes • tumores del hipotálamo o de la hipófisis • aumento del tamaño de los ovarios o quistes no debidos a poliquistosis ovárica • hemorragias ginecológicas de origen desconocido. • carcinoma ovárico, uterino o mamario"
"• if you are allergic (hypersensitive) to follicle stimulating hormone, luteinising hormone or any of the other ingredients of Pergoveris, • if you have tumours of the hypothalamus and pituitary gland, • if you have ovarian enlargement or cyst not due to polycystic ovarian disease, • if you have gynaecological bleeding of unknown cause, • if you have ovarian, uterine or breast cancer.","• si es alérgico (hipersensible) a la hormona foliculoestimulante, hormona luteinizante o a cualquiera de los demás componentes de Pergoveris. • si le han diagnosticado un tumor del hipotálamo o de la hipofisis. • si tiene usted un aumento de tamaño de los ovarios o quistes no debidos a poliquistosis ovárica. • si tiene usted hemorragias vaginales de causa desconocida.. • si le han diagnosticado un cáncer de ovario, útero o mama"
"There have been reports of tumors to the ovary and other reproductive organs, both benign and malignant, in women who have undergone multiple drug regimens for infertility treatment.","Se han comunicado tumores de ovario y de otros órganos reproductores, tanto benignos como malignos, en mujeres sometidas a múltiples tratamientos de infertilidad."
"Basal cell carcinoma, lentigo","Carcinoma de las células basales, lentigo."
"Basal cell carcinoma, lentigo","Carcinoma de las células basales, lentigo."
Dose-related increases in the incidences of hepatocellular adenomas and carcinomas were observed in males and females of both species.,"Se observaron incrementos dosis- dependientes de la incidencia de adenomas hepatocelulares y carcinomas, en machos y hembras de ambas especies."
